marca,year,color,combustible,puertas,transmision,motor,carroceria,km,price_in_pesos
renault,2014,negro,nafta,5,manual,1.6,suv,109000,1350000
ford,2018,blanco,nafta,5,automática,1.5,suv,55700,3390000
ford,2016,gris,nafta,5,automática,2.0,hatchback,75000,3450000
volkswagen,2015,negro,nafta,5,manual,1.6,hatchback,90000,1650000
ford,2012,gris,nafta,5,manual,1.6,hatchback,140000,1690000
volkswagen,2018,azul,diésel,4,automática,2.0,pick-up,130000,7044500
audi,2018,gris,nafta,5,automática,3.0,suv,66000,17949000
renault,2011,negro,nafta,5,manual,2.5,suv,105000,1950000
honda,2010,gris,nafta,5,automática,1.5,hatchback,128000,1275000
audi,2016,gris,nafta,4,manual,2.0,sedán,82747,6176000
chevrolet,2015,plateado,nafta/gnc,5,manual,1.4,hatchback,89000,1580000
ford,2017,plateado,nafta,5,manual,1.6,hatchback,65000,2530000
ford,2016,blanco,nafta,5,manual,1.6,suv,61000,2340000
volvo,2017,blanco,nafta,5,automática,2.5,suv,72000,10000000
volkswagen,2016,blanco,nafta,5,automática,1.4,hatchback,67000,3459000
peugeot,2016,rojo,nafta,5,manual,1.6,suv,66000,2590000
fiat,2017,blanco,nafta,5,manual,1.0,hatchback,40000,1900000
peugeot,2014,plateado,nafta,5,manual,1.6,hatchback,83646,2450000
ford,2016,blanco,nafta,5,manual,2.0,hatchback,87152,2900000
toyota,2016,blanco,nafta,5,manual,1.5,hatchback,50000,2450000
volkswagen,2012,blanco,diésel,4,manual,2.0,pick-up,170200,3750000
volkswagen,2018,blanco,nafta,5,automática,1.4,hatchback,34000,4350000
volkswagen,2015,gris oscuro,nafta,5,manual,1.6,monovolumen,108300,2200000
volkswagen,2018,blanco,nafta,5,automática,1.4,hatchback,55000,3900000
ford,1998,rojo,nafta,2,manual,2.0,cabriolet,193000,1100000
fiat,2017,rojo,nafta,2,automática,1.4,hatchback,43800,3900000
volkswagen,2017,blanco,nafta,5,manual,1.6,hatchback,115000,2750000
citroën,2016,gris,diésel,4,manual,1.6,sedán,86300,2490000
chevrolet,2014,blanco,nafta,5,manual,1.8,suv,93000,2000000
volkswagen,2016,blanco,nafta,5,automática,1.4,hatchback,69000,3380000
renault,2016,blanco,nafta/gnc,4,manual,1.6,sedán,87296,2090000
ford,2016,blanco,nafta,5,manual,2.0,hatchback,87200,2900000
renault,2018,bordó,nafta,5,automática,2.0,suv,78000,3850000
volkswagen,2018,gris,nafta,5,automática,1.6,hatchback,52000,3250000
toyota,2016,plateado,nafta,4,manual,1.5,sedán,58625,2449000
peugeot,2014,gris,nafta/gnc,4,manual,2.0,sedán,135000,1890000
chery,2015,blanco,nafta,5,manual,1.6,suv,130000,1950000
toyota,2014,rojo,nafta,4,automática,1.8,sedán,148000,2650000
ford,2019,blanco,nafta,5,manual,1.6,hatchback,35000,3100000
hyundai,2021,rojo,nafta,5,automática,1.6,suv,7800,6150000
ford,2017,negro,nafta,2,manual,5.0,coupé,34000,13894070
toyota,2012,plateado,diésel,5,automática,3.0,suv,140000,5790000
ford,2013,negro,nafta,5,manual,1.6,suv,93000,1950000
chevrolet,2017,gris oscuro,nafta,4,manual,1.4,sedán,90000,2500000
jeep,2017,gris,nafta,5,automática,1.8,suv,60000,3690001
honda,2011,negro,nafta,5,manual,1.4,hatchback,138000,960000
kia,2013,azul,nafta,5,automática,2.0,suv,106000,2938000
mini,2017,rojo,nafta,5,manual,2.0,hatchback,40000,7141000
toyota,2018,blanco,diésel,5,automática,2.8,suv,67000,9500000
renault,2014,negro,nafta,4,manual,1.6,sedán,270000,1150000
volkswagen,2020,azul oscuro,diésel,4,manual,2.0,pick-up,39000,5499900
renault,2014,rojo,nafta,5,manual,2.0,suv,52000,2550000
ford,2017,blanco,nafta,5,manual,2.0,hatchback,76000,2750000
chevrolet,2017,plateado,nafta,5,automática,1.8,suv,50000,3700000
audi,2011,blanco,nafta,3,automática,1.4,hatchback,115000,3000000
jeep,2018,azul,nafta,5,automática,1.8,suv,56200,4438900
fiat,2019,plateado,diésel,4,automática,2.0,pick-up,72000,5670000
great wall,2020,blanco,diésel,4,manual,2.0,pick-up,35000,3890000
hyundai,2017,gris,diésel,5,manual,2.0,hatchback,114820,5560000
chevrolet,2018,rojo,nafta,5,manual,1.4,hatchback,65000,3300000
ford,2014,negro,nafta,4,manual,1.6,sedán,81500,1830000
volkswagen,2020,plateado,nafta,5,automática,1.6,suv,1900,5190000
honda,2018,blanco,nafta,5,automática,1.8,suv,40000,5290000
volkswagen,2020,plateado,nafta,5,automática,1.6,suv,1900,5190000
kia,2012,azul,nafta,5,automática,2.0,suv,106000,2938900
peugeot,2013,blanco,nafta,5,manual,1.6,hatchback,85000,2199000
chevrolet,2016,negro,nafta,5,manual,1.8,suv,62000,2750000
volkswagen,2018,celeste,nafta,4,automática,2.0,sedán,34000,8500000
renault,2014,negro,nafta,5,manual,1.2,hatchback,78000,1495000
peugeot,2021,gris,nafta,5,automática,1.6,hatchback,1001,3890000
peugeot,2021,blanco,diésel,5,automática,2.0,suv,1001,10800000
peugeot,2021,plateado,nafta,5,automática,1.6,suv,1001,10800000
dodge,2009,gris,nafta,5,automática,2.4,suv,122000,2350000
shineray,2021,blanco,nafta,2,manual,1.3,pick-up,4500,5050000
chevrolet,2015,plateado,diésel,4,manual,2.8,pick-up,171220,3999900
chevrolet,2019,blanco,nafta,5,automática,1.4,hatchback,72000,3880000
renault,2020,blanco,nafta,5,manual,2.0,suv,21000,5100000
renault,2018,blanco,nafta,5,manual,2.0,suv,45000,3590000
hyundai,2021,gris,nafta,5,automática,1.6,suv,24700,6600000
jeep,2020,negro,nafta,5,manual,2.4,suv,12600,6000000
toyota,2019,gris,diésel,5,automática,2.8,suv,50000,9650000
chevrolet,2017,blanco,diésel,4,manual,2.8,pick-up,56000,4300000
bmw,2010,blanco,diésel,5,manual,2.0,hatchback,271000,2412500
citroën,2015,blanco,nafta,4,manual,2.0,sedán,91786,1960000
mercedes-benz,2016,gris,nafta,5,automática,1.6,suv,85000,6562000
chevrolet,2018,negro,nafta,5,automática,1.4,hatchback,60000,4100000
citroën,2018,plateado,nafta,5,automática,1.2,suv,53900,3438900
renault,2017,blanco,nafta,5,manual,2.0,suv,75100,3718900
ford,2020,plateado,nafta,4,manual,1.5,sedán,49900,2599900
jeep,2020,negro,nafta,5,manual,2.4,suv,12620,6000000
hyundai,2021,gris plata,nafta,5,automática,1.6,suv,24665,6600000
toyota,2010,negro,nafta,5,automática,4.0,suv,217000,5210807
ford,2018,negro,nafta,5,manual,1.5,suv,50000,3635000
toyota,2014,negro,nafta,4,manual,1.5,sedán,81000,1850000
volkswagen,2019,azul,nafta,4,automática,1.6,sedán,100000,2890000
citroën,2011,gris,nafta,5,manual,1.6,hatchback,130233,1300000
volkswagen,2013,blanco,nafta,5,automática,2.0,suv,118000,3500500
chevrolet,2015,gris plata,nafta,4,manual,1.4,sedán,53049,1950000
chevrolet,2018,blanco,nafta,5,manual,1.8,monovolumen,35000,3530000
chevrolet,2014,rojo,nafta,5,manual,1.8,suv,107000,2730000
peugeot,2018,blanco,nafta,5,automática,1.6,suv,54000,3330000
renault,2020,gris,nafta,4,manual,2.0,suv,25000,3590000
peugeot,2018,rojo,diésel,5,manual,1.6,hatchback,40000,3400000
peugeot,2015,gris,diésel,5,manual,1.6,hatchback,80000,2650000
ford,2018,negro,nafta,5,manual,1.5,suv,45000,3599000
ford,2021,blanco,nafta,5,manual,1.5,suv,11000,3800000
mercedes-benz,2013,plateado,nafta,5,automática,3.0,suv,110000,4890000
fiat,2014,gris,nafta,4,manual,1.4,sedán,145000,1240000
toyota,2015,gris,nafta,4,manual,1.5,sedán,100000,1775000
ford,2016,azul,nafta,5,manual,2.0,hatchback,93000,3400000
renault,2019,blanco,nafta,5,manual,2.0,suv,26000,4630000
jeep,2018,blanco,nafta,5,manual,2.4,suv,46000,6900000
toyota,2017,rojo,diésel,4,automática,2.8,pick-up,129000,6755000
bmw,2016,gris,nafta,5,automática,3.0,suv,32500,17350700
ford,2021,blanco,diésel,4,automática,2.0,pick-up,19000,10615000
volkswagen,2019,negro,nafta,5,automática,1.6,hatchback,49000,3990000
peugeot,2016,gris,nafta,4,automática,1.6,sedán,39000,2990000
peugeot,2020,blanco,nafta,5,manual,1.6,hatchback,54771,3050000
peugeot,2007,negro,nafta,4,manual,2.2,sedán,170000,1000000
toyota,2017,plateado,diésel,4,automática,2.8,pick-up,200000,6590000
bmw,2016,negro,nafta,5,automática,2.0,suv,127000,7237500
volkswagen,2019,blanco,nafta,5,automática,2.0,hatchback,54900,6716207
volkswagen,2021,blanco,nafta,5,automática,1.0,suv,500,4980000
renault,2021,azul,nafta,5,manual,1.6,hatchback,2000,2500000
audi,2012,azul,nafta,3,manual,1.4,hatchback,82000,2950000
fiat,2013,negro,nafta,3,manual,1.4,hatchback,114000,1950000
nissan,2017,blanco,nafta,4,manual,1.6,sedán,174000,1550000
citroën,2013,rojo,nafta,3,manual,1.6,hatchback,152000,1400000
peugeot,2013,celeste,nafta,5,manual,1.6,monovolumen,120000,1800000
peugeot,2013,negro,nafta,5,manual,1.5,hatchback,77000,1898000
audi,2021,blanco,nafta,5,automática,1.0,hatchback,1000,7700700
peugeot,2014,blanco,diésel,5,manual,1.6,hatchback,107000,1950000
jeep,2018,negro,nafta,5,automática,1.8,suv,70000,3850000
volkswagen,2019,gris,nafta,5,manual,1.6,hatchback,60000,2500000
volkswagen,2015,blanco,nafta,5,manual,1.6,hatchback,60000,1850000
jeep,2018,plateado,nafta,5,automática,3.6,suv,4400,18721000
ford,2014,rojo,nafta,5,manual,1.6,suv,95000,1950000
ford,2017,blanco,nafta,5,automática,1.6,hatchback,70000,2700000
peugeot,2013,gris,nafta,4,automática,2.0,sedán,100000,1790000
jeep,2020,rojo,nafta,5,automática,1.8,suv,26700,4600000
volkswagen,2017,plateado,nafta,5,manual,1.6,hatchback,40000,2010000
jeep,2017,blanco,nafta,5,automática,1.8,suv,78000,4500000
volkswagen,2017,gris oscuro,nafta,4,manual,2.0,sedán,60000,4700000
peugeot,2017,negro,nafta,5,manual,1.6,hatchback,58000,2590000
peugeot,2014,gris,nafta,5,manual,1.6,monovolumen,136000,2050000
peugeot,2020,blanco,nafta,5,manual,1.6,hatchback,54700,3050000
honda,2010,gris,nafta,5,manual,1.4,hatchback,134000,1900000
ford,2014,rojo,nafta,5,automática,1.6,hatchback,71500,2290000
jac,2019,rojo,nafta,5,manual,1.6,suv,49000,3200000
volkswagen,2015,gris,nafta,4,automática,2.5,sedán,128900,2950000
peugeot,2016,gris oscuro,nafta,5,manual,2.0,hatchback,40288,3000000
ram,2020,blanco,diésel,4,automática,6.7,pick-up,13000,17177000
toyota,2015,blanco,diésel,4,manual,3.0,pick-up,130000,4500000
bmw,2014,blanco,nafta,4,automática,2.0,sedán,95000,5384700
volkswagen,2019,azul acero,nafta,4,automática,1.4,sedán,17000,5700000
volkswagen,2017,plateado,nafta,5,manual,1.6,hatchback,60000,2800000
volkswagen,2017,plateado,nafta,5,manual,1.6,hatchback,55000,2750000
chevrolet,2019,negro,nafta,2,manual,6.2,coupé,19000,15054000
volkswagen,2019,azul,nafta,4,automática,1.4,sedán,17000,5700000
volkswagen,2017,marrón,nafta,4,manual,1.4,sedán,60000,3500000
volkswagen,2019,gris,nafta,5,automática,1.4,suv,25000,6900000
audi,2021,blanco,nafta,5,automática,1.4,suv,1000,14778010
renault,2019,gris,nafta,5,manual,2.0,suv,30000,3800000
peugeot,2021,plateado,nafta,5,automática,1.6,hatchback,1000,4000000
fiat,2019,negro,nafta,3,manual,1.4,hatchback,13000,4439000
fiat,2018,gris,nafta,5,manual,1.4,suv,20000,3890000
citroën,2019,gris,nafta,5,automática,1.2,suv,10000,4200000
peugeot,2013,plateado,nafta,4,automática,1.6,sedán,120800,2490000
fiat,2018,gris,nafta,3,manual,1.4,hatchback,35000,5400000
dodge,2009,blanco,nafta,5,automática,2.7,suv,195000,2250000
peugeot,2016,gris,nafta,5,manual,2.0,hatchback,40300,3000000
honda,2013,blanco,nafta,5,automática,2.4,suv,96000,4000000
nissan,2015,verde,nafta,4,manual,1.6,sedán,51300,2098000
peugeot,2016,blanco,nafta,5,manual,1.6,suv,92000,2825000
volkswagen,2013,gris,diésel,4,manual,2.0,pick-up,112000,3200000
volkswagen,2018,blanco,nafta,5,manual,1.6,hatchback,34000,2490000
volkswagen,2017,negro,nafta,3,manual,1.4,hatchback,60000,3670000
renault,2016,negro,nafta,5,manual,1.6,hatchback,46000,1100000
audi,2013,plateado,nafta,3,automática,1.8,hatchback,118000,3500000
jeep,2019,gris,nafta,5,automática,2.4,suv,38000,7300000
jeep,2019,gris,nafta,5,automática,2.4,suv,38000,7300000
ford,2018,blanco,diésel,4,automática,3.2,pick-up,50000,7237500
renault,2014,plateado,nafta,5,manual,1.6,hatchback,62000,2020000
maserati,2018,negro,nafta,5,automática,3.0,suv,12300,37635000
peugeot,2020,blanco,nafta,5,automática,1.6,suv,10000,4340000
bmw,2021,negro,nafta,5,automática,1.5,hatchback,14800,10036000
renault,2015,gris,nafta,3,manual,1.6,furgón,145000,1700000
bmw,2008,gris,nafta,2,manual,3.0,coupé,84000,4246000
ds,2017,plateado,nafta,5,automática,1.6,hatchback,53000,4350000
chevrolet,2019,gris,diésel,4,automática,2.8,pick-up,89650,6690000
volkswagen,2011,gris,nafta,4,automática,1.8,sedán,125376,2000000
chevrolet,2020,blanco,nafta,5,manual,1.2,suv,20000,4589700
ford,2016,blanco,diésel,4,manual,3.2,pick-up,142000,5790000
ford,2019,rojo,nafta,5,manual,1.6,hatchback,32000,2780000
bmw,2013,negro,nafta,4,manual,2.0,sedán,65320,6176000
volkswagen,2017,plateado,nafta,5,automática,1.4,hatchback,85000,4342500
toyota,2019,blanco,gnc,5,manual,1.5,hatchback,40000,2450000
honda,2019,gris,nafta,5,automática,1.8,suv,38000,5900000
chevrolet,2014,rosa,nafta,5,automática,1.8,suv,120000,2900000
ford,2017,blanco,nafta,5,manual,1.6,hatchback,68000,2300000
honda,2019,gris,nafta,5,automática,1.8,suv,38000,5900000
ford,2016,rojo,nafta,5,manual,1.6,suv,66500,2790000
volkswagen,2018,blanco,diésel,4,automática,3.0,pick-up,58000,8588500
toyota,2017,negro,nafta,4,automática,3.5,sedán,104000,5790000
ford,2018,plateado,nafta,4,manual,1.5,sedán,89000,1890000
renault,2018,gris,nafta,5,manual,2.0,suv,50000,3450000
nissan,2019,blanco,nafta,5,automática,1.6,hatchback,27000,3100000
renault,2014,gris,nafta,3,manual,1.2,hatchback,78000,1350000
volkswagen,2017,blanco,nafta,5,manual,1.6,rural,115000,2750000
chevrolet,2018,blanco,nafta,5,manual,1.8,suv,65000,3590000
volkswagen,2018,blanco,nafta,4,manual,2.0,sedán,50000,5500000
fiat,2019,negro,nafta,3,manual,1.4,hatchback,13000,4439000
volkswagen,2021,blanco,nafta,5,manual,1.6,hatchback,2000,3050000
citroën,2020,negro,nafta,5,manual,1.6,suv,15000,3690000
citroën,2020,rojo,nafta,5,automática,1.6,suv,8000,4400000
mercedes-benz,2017,gris,nafta,5,automática,2.0,hatchback,85000,7527000
toyota,2021,blanco,nafta,5,automática,1.5,hatchback,14000,3447800
peugeot,2016,gris,nafta,5,manual,1.6,hatchback,68000,2600000
fiat,2013,azul,nafta,5,manual,1.4,hatchback,89000,1450000
jeep,2017,negro,nafta,5,manual,1.8,suv,22000,4100000
peugeot,2014,gris,nafta,5,manual,1.6,hatchback,72000,2020000
volkswagen,2020,blanco,nafta,5,automática,1.6,hatchback,15000,4200000
renault,2009,blanco,diésel,5,manual,1.5,hatchback,180000,1243000
ford,2014,blanco,nafta,5,manual,2.0,hatchback,102000,2497000
citroën,2018,blanco,nafta,5,manual,1.6,suv,46372,3522000
renault,2009,bordó,diésel,5,manual,1.5,hatchback,185000,1200000
mercedes-benz,2020,negro,nafta,4,automática,2.0,sedán,18000,12159000
citroën,2019,celeste,nafta,5,automática,1.6,suv,69900,3790000
jeep,2018,gris plata,nafta,5,automática,1.8,suv,37697,4700000
jeep,2013,blanco,nafta,5,automática,3.6,suv,130000,6948000
renault,2016,blanco,nafta,3,manual,1.2,hatchback,55000,1750000
ford,2018,blanco,nafta,5,manual,1.6,hatchback,34900,2800000
toyota,2013,negro,nafta,4,manual,1.8,sedán,177000,2100000
volkswagen,2018,blanco,nafta,5,automática,2.0,suv,70000,7500000
subaru,2010,negro,nafta,4,manual,2.5,sedán,71000,6176000
volkswagen,2018,azul,nafta,5,manual,1.6,hatchback,42000,2800000
volkswagen,2018,blanco,nafta,5,automática,1.4,rural,34000,4350000
volkswagen,2015,gris,nafta,4,automática,2.5,sedán,110000,2750000
citroën,2018,gris oscuro,nafta,5,manual,1.6,suv,46000,3350000
audi,2016,gris,nafta,5,automática,1.4,suv,44000,6380000
peugeot,2021,blanco,nafta,5,automática,1.6,suv,17400,4590000
audi,2018,gris,nafta,5,automática,3.0,suv,53000,18335000
ford,2012,negro,nafta,5,manual,1.6,hatchback,86120,1990000
renault,2013,rojo,nafta,5,manual,1.6,suv,130000,1790000
jeep,2018,plateado,nafta,5,automática,1.8,suv,37700,4700000
fiat,2013,azul,nafta,5,manual,1.6,hatchback,98000,1750500
chery,2018,plateado,nafta,5,automática,1.6,suv,51000,3190000
toyota,2017,blanco,nafta,4,manual,1.8,sedán,70000,3330000
audi,2018,blanco,nafta,5,automática,2.0,hatchback,57000,8106000
ford,2016,blanco,nafta,5,automática,2.0,suv,50200,5790000
ford,2018,blanco,nafta,5,manual,1.5,suv,35000,3550000
peugeot,2018,plateado,nafta,5,manual,1.6,suv,41000,3500000
audi,2011,negro,nafta,4,automática,3.0,sedán,101000,5114500
toyota,2017,blanco,nafta,4,automática,1.8,sedán,65000,3850000
volkswagen,2019,blanco,nafta,4,automática,1.4,sedán,40000,5800000
volkswagen,2021,gris oscuro,nafta,5,automática,1.6,suv,2000,5900000
renault,2017,blanco,nafta,5,manual,2.0,hatchback,70000,2450000
jeep,2020,gris oscuro,nafta,5,manual,2.4,suv,20000,6500000
volkswagen,2021,gris oscuro,nafta,5,automática,1.6,suv,2000,5900000
volkswagen,2019,blanco,nafta,4,automática,1.4,sedán,40000,5800000
chevrolet,2018,blanco,nafta,4,automática,1.4,sedán,40000,3600000
volkswagen,2021,plateado,diésel,4,automática,2.0,pick-up,19000,7500000
audi,2006,gris,nafta,3,automática,2.0,hatchback,111111,1525000
honda,2010,plateado,nafta,5,automática,2.4,suv,150000,2347900
chevrolet,2020,gris,nafta,5,manual,1.4,hatchback,1331,2690000
audi,2012,blanco,nafta,2,automática,2.0,coupé,95000,4200000
ford,2013,gris,nafta,4,manual,1.6,sedán,93000,1715000
ford,2014,azul,nafta,4,manual,1.6,sedán,93000,1848000
citroën,2015,blanco,diésel,3,manual,1.6,furgón,128000,1960000
citroën,2012,negro,diésel,5,manual,1.6,monovolumen,124000,2198400
renault,2019,blanco,nafta,5,manual,2.0,suv,46503,4350000
volkswagen,2021,negro,diésel,4,automática,3.0,pick-up,3650,13900000
jeep,2020,negro,nafta,5,automática,2.4,suv,16000,7816500
fiat,2021,plateado,nafta,4,automática,1.8,pick-up,20000,5200000
jeep,2021,negro,nafta,5,manual,1.8,suv,6000,4900000
mini,2017,negro,nafta,2,manual,1.6,hatchback,70000,6156700
citroën,2018,plateado,diésel,5,manual,1.6,monovolumen,90000,2900000
bmw,2018,azul,nafta,4,automática,2.0,coupé,23400,8279700
mercedes-benz,2015,blanco,nafta,5,automática,1.6,hatchback,54000,9650000
renault,2017,plateado,nafta,3,manual,1.6,furgón,87000,1980000
kia,2013,rojo,nafta,5,automática,2.0,suv,154000,3300000
land rover,2012,blanco,nafta,5,automática,2.0,suv,149000,6851500
ford,2016,blanco,nafta,5,automática,2.0,hatchback,99800,3000000
fiat,2013,negro,nafta,5,manual,1.4,monovolumen,148000,1490000
toyota,2021,gris,nafta,4,automática,2.0,sedán,19500,5388000
jeep,2019,negro,nafta,5,automática,1.8,suv,46157,4600000
volkswagen,2011,plateado,diésel,4,manual,1.9,sedán,93000,1750000
citroën,2016,violeta,nafta,3,manual,1.6,hatchback,67000,2740600
toyota,2021,negro,nafta,5,manual,1.5,hatchback,10535,3700000
volkswagen,2021,blanco,nafta,5,automática,1.4,hatchback,2500,5900000
renault,2011,blanco,nafta,4,manual,2.0,sedán,150000,1310000
ford,2014,blanco,nafta/gnc,5,manual,1.6,suv,86000,2300000
volkswagen,2021,blanco,nafta,5,automática,1.0,suv,500,4900000
ford,2017,blanco,nafta,5,manual,2.0,hatchback,68000,3088000
chevrolet,2018,gris,nafta,5,manual,1.4,hatchback,32000,2959000
peugeot,2021,blanco,diésel,5,manual,1.6,hatchback,1000,4600000
ford,2021,gris,diésel,4,automática,3.2,pick-up,21000,6990000
audi,2008,blanco,nafta,2,automática,2.0,coupé,69000,4439000
audi,2013,blanco,nafta,3,automática,3.0,hatchback,116000,4823070
volkswagen,2020,dorado,nafta,4,manual,1.6,sedán,3001,3799000
peugeot,2018,marrón,diésel,5,automática,2.0,suv,140000,5700000
volkswagen,2011,azul,nafta,4,automática,2.0,sedán,125000,2850000
smart,2018,naranja,nafta,5,manual,1.0,hatchback,34000,2590500
chery,2019,plateado,nafta,5,manual,1.0,hatchback,19500,1730000
ford,2014,dorado,nafta,5,manual,2.0,hatchback,62000,2530000
volkswagen,2018,gris,nafta,4,automática,2.0,sedán,52400,7500000
audi,2010,blanco,nafta,5,automática,2.0,hatchback,73000,4863600
dodge,2021,azul,diésel,4,manual,1.4,hatchback,12000,17177000
volkswagen,2016,rojo,nafta/gnc,5,manual,1.6,monovolumen,113000,2253900
fiat,2021,rojo,nafta,4,automática,1.8,pick-up,1001,5788000
fiat,2021,rojo,nafta,4,automática,1.8,pick-up,1001,5788001
volkswagen,2021,blanco,nafta,5,automática,1.4,hatchback,1112,5730000
mercedes-benz,2020,blanco,nafta,5,automática,1.3,hatchback,33000,9071000
peugeot,2021,azul,nafta,5,manual,1.6,hatchback,1000,3780000
jeep,2013,negro,nafta,5,automática,3.6,suv,156000,5770700
volkswagen,2014,blanco,diésel,4,automática,2.0,pick-up,138000,4300000
renault,2018,blanco,nafta,5,manual,1.6,suv,50000,2680000
land rover,2013,blanco,diésel,5,automática,3.0,suv,95000,8472700
volkswagen,2021,blanco,diésel,4,manual,2.0,pick-up,500,6470000
nissan,2021,plateado,nafta,5,automática,1.6,hatchback,500,4900000
renault,2021,gris plata,diésel,4,automática,2.3,pick-up,1000,9400000
volkswagen,2018,blanco,nafta,5,manual,1.6,hatchback,11111,4549999
toyota,2020,plateado,nafta,4,automática,1.8,sedán,9956,8685000
suzuki,2006,gris,diésel,5,manual,2.7,suv,193000,2100000
bmw,2012,gris,nafta,4,automática,3.0,sedán,90000,6595000
volkswagen,2021,blanco,nafta,5,automática,1.4,suv,1900,5661600
audi,2007,gris,nafta,5,automática,4.2,suv,159800,5790000
volkswagen,2021,gris,nafta,5,automática,1.4,suv,1000,9500000
jeep,2017,gris,nafta,5,automática,6.4,suv,59000,17756000
nissan,2021,plateado,diésel,4,automática,2.3,pick-up,980,8060000
chevrolet,2021,plateado,diésel,4,manual,2.8,pick-up,10000,5250000
renault,2018,blanco,nafta,5,automática,2.5,suv,72000,4990000
chevrolet,2014,negro,nafta,5,manual,1.8,suv,143449,2954000
citroën,2020,gris,nafta,5,automática,1.6,suv,10500,4900000
ford,2022,blanco,diésel,4,manual,3.2,pick-up,920,6268000
honda,2017,plateado,nafta,5,automática,1.8,suv,48812,4600000
jeep,2020,gris,nafta,5,manual,2.4,suv,50700,5550000
ford,2021,blanco,nafta,5,automática,1.5,suv,500,6530000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,1400,3090000
fiat,2021,blanco,nafta,4,manual,1.8,sedán,600,3990000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,10050,3351000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,11000,3200000
honda,2016,blanco,nafta,5,automática,1.8,suv,80600,4218000
fiat,2021,gris,nafta,4,automática,1.8,sedán,1000,3949700
fiat,2020,rojo,nafta,4,manual,1.8,sedán,12000,2860000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,10000,2970001
ford,2022,blanco,nafta,5,automática,1.5,suv,800,5940152
renault,2021,gris,nafta,5,manual,1.6,hatchback,1000,3608000
fiat,2021,blanco,nafta,4,manual,1.8,sedán,1500,3290000
renault,2021,blanco,nafta,5,manual,1.6,hatchback,1000,3134000
ford,2022,blanco,diésel,3,manual,2.2,pick-up,1000,7997000
volkswagen,2017,gris,nafta,5,manual,1.0,hatchback,51000,2150000
ford,2021,blanco,diésel,2,manual,2.2,furgón,1000,6418000
renault,2021,gris,nafta,3,manual,1.6,furgón,10000,3400000
peugeot,2021,blanco,diésel,5,manual,1.6,hatchback,46000,2600000
peugeot,2013,blanco,nafta,5,manual,1.6,monovolumen,130000,2230000
volkswagen,2018,rojo,nafta,5,automática,1.4,hatchback,38000,4350000
ford,2018,plateado,diésel,4,automática,3.2,pick-up,140000,4850000
volkswagen,2016,blanco,nafta,5,automática,1.4,hatchback,100000,3550000
volkswagen,2016,blanco,nafta,5,automática,1.4,hatchback,100000,3550000
ford,2021,blanco,nafta,5,automática,2.0,suv,6100,8650000
renault,2016,blanco,nafta,5,manual,1.6,hatchback,56000,2250000
audi,2018,plateado,nafta,5,automática,1.4,hatchback,33000,4921500
ford,2016,blanco,nafta,4,manual,1.6,sedán,86000,1200000
toyota,2015,blanco,diésel,4,manual,3.0,pick-up,131000,4548000
chevrolet,2012,gris,nafta,4,manual,1.8,sedán,103000,1840000
nissan,2019,azul,nafta,4,automática,2.0,sedán,41065,3800000
volkswagen,2017,blanco,nafta,4,manual,1.6,sedán,46000,2240000
chevrolet,2011,plateado,nafta,5,manual,1.4,hatchback,92000,1300000
renault,2018,naranja,nafta,5,manual,1.6,hatchback,19000,2890000
fiat,2019,gris,nafta,4,manual,1.3,sedán,87222,2500000
ford,2017,blanco,nafta,5,automática,1.6,hatchback,96000,2500000
renault,2016,blanco,nafta,5,manual,1.6,hatchback,78000,2388900
ford,2017,blanco,nafta,5,manual,1.6,hatchback,60000,2350000
ford,2017,blanco,nafta,5,manual,1.6,hatchback,59466,2250000
ford,2016,gris,nafta,5,manual,1.6,suv,106000,2800000
audi,2021,blanco,nafta,3,automática,1.4,hatchback,1000,7700700
peugeot,2016,gris,diésel,4,manual,1.6,furgón,135000,2150000
volkswagen,2017,blanco,nafta,5,manual,1.6,hatchback,38000,2290000
chevrolet,2014,dorado,nafta,4,manual,1.6,sedán,96500,1390000
renault,2016,negro,nafta,4,manual,1.6,suv,156000,2400000
toyota,2016,plateado,diésel,5,automática,2.8,suv,82000,8490000
ford,2014,blanco,nafta,4,automática,2.0,sedán,105000,2250000
ford,2016,negro,nafta,4,manual,2.0,sedán,116000,2300000
ford,2017,gris,nafta,4,automática,2.0,sedán,60900,3110000
ford,2009,dorado,nafta/gnc,4,automática,2.0,sedán,129000,1850000
volkswagen,2011,blanco,nafta,2,manual,1.6,pick-up,110000,1550000
chevrolet,2014,plateado,nafta,5,manual,1.8,suv,129000,2590000
citroën,2018,gris,nafta,5,automática,1.2,suv,26400,2890000
jeep,2020,negro,nafta,5,manual,2.4,suv,1400,6700000
toyota,2021,blanco,nafta,4,automática,1.5,sedán,111111,4750000
mercedes-benz,2018,rojo,nafta,5,automática,1.6,suv,47900,7700000
peugeot,2016,negro,nafta,5,manual,1.6,hatchback,66000,2570000
ford,2012,gris,diésel,4,manual,2.2,pick-up,184000,2850000
volkswagen,2012,negro,nafta,3,manual,1.6,hatchback,160000,1580000
toyota,2007,dorado,diésel,5,manual,3.0,suv,344600,3590000
